board,gas,gas_name,conc,rep,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
1,GCO,CO,30,3,-1.9199981689453125,-0.04342904792367775,0.01774741182840065,0.0026574653918627427,0.0006075790118854366,-0.023686853111445416,-0.002588996568122755,-0.0003370391530750877,-0.5699996948242188,-0.026146775907001176,0.008460554200988906,0.0009698154602445965,0.00010191264487159221,-0.008233307210032376,-0.0008828886345291445,-9.974032151695605e-05,-1.5900001525878906,-0.0643724738249227,0.007201599894698969,0.00125619019280781,0.00031440934083193844,-0.006481736476605174,-0.0007375930773655172,-8.748461900160379e-05,-2.200000286102295,-0.2729528748842073,0.002177297572916086,0.00019234538893554524,1.9919868823635564e-05,-0.002537098558729887,-0.00026852613877417525,-2.2347222018453374e-05,-3.8199996948242188,-0.04724798722225017,0.05659587844990175,0.0054604827513747775,0.0011247175265888547,-0.060123753623164314,-0.0056684108389692,-0.000545594801388428,-3.1100006103515625,-0.0631087801823995,0.028376032692058843,0.0027160455649501963,0.0002307619295031116,-0.028847573075943503,-0.0029167536031474246,-0.000348392223613587,-5.109996795654297,-0.07815841251640851,0.04756172310761378,0.004644192010730217,0.00042016683992129113,-0.05465409536835013,-0.005767253046284027,-0.0006566204432474295,-2.5199995040893555,-0.29268288090290917,0.0023202465050340777,0.0002143095469909228,2.0308837876610646e-05,-0.0029379544995020573,-0.0002837270686890997,-3.143938683030788e-05
1,GCO,CO,30,4,-2.1100006103515625,-0.044903182272463545,0.01912843251356728,0.0030663305120676785,0.000627401534502149,-0.029159669522784534,-0.002810076952469614,-0.00030168123909733496,-0.6299991607666016,-0.02720203648174883,0.007326171524605646,0.0006898630180061293,9.249192550624856e-05,-0.008251520182399245,-0.0008072684428062435,-7.782123374464345e-05,-1.970001220703125,-0.07470614933664124,0.006859259206627234,0.001160600069885072,0.0002297246229084259,-0.007800289797651624,-0.0007914671311105954,-0.00013505028906665652,-3.3400001525878906,-0.42065492802491466,0.0018938489273878458,0.00016414984970758155,1.1953114092976668e-05,-0.0015779169534301412,-0.00014063644276361275,-1.0706530559589498e-05,-4.590003967285156,-0.05288632237430904,0.05688587017311614,0.005796411902211949,0.0010581251200496775,-0.0600552594186954,-0.0056190203867932335,-0.0006707026024286903,-2.9599990844726562,-0.0580164456666961,0.026111974426523885,0.0026999319421460812,0.0003153485397187783,-0.029028241574011487,-0.00297115571181554,-0.0002864153439983137,-6.400001525878906,-0.0916643018311749,0.03891987039918889,0.004107006451374231,0.00036924078620687717,-0.04691641742428368,-0.004690166619498335,-0.0003897806533294856,-3.5399999618530273,-0.4338235328491722,0.001983428994971259,0.00015723361806207367,1.076313662919508e-05,-0.0020957151107464525,-0.0001403724731512029,-9.999752044677734e-06
1,GCO,CO,40,1,-2.079998016357422,-0.053237727990895496,0.018232005351771007,0.002093959303173932,0.00023705761160179356,-0.0194796052523608,-0.0019489262073970263,-0.0002576452560706704,-0.48999977111816406,-0.026329916982679103,0.006016397140499319,0.000666942756874017,0.00010994485839922119,-0.005744527604158382,-0.0006818114594477009,-0.00010460916952975045,-1.6799983978271484,-0.0776698318543812,0.005351510608013352,0.0007814612387403816,0.00015372231471016655,-0.005980522930611602,-0.0006848892222955617,-9.976062048416742e-05,-2.1999998092651367,-0.39426520418372485,0.0018555181145493817,0.00017752067163124522,1.9675351645511846e-05,-0.0016078674510366525,-0.0001529903956628838,-5.618903697276203e-06,-5.55999755859375,-0.07632117604736613,0.0367685102623271,0.0039037941446230457,0.0006220370549879447,-0.05583695998676155,-0.005891395183428764,-0.0006540692266104068,-2.9300003051757812,-0.06401573685540098,0.026947298628366312,0.002456027383264941,0.0003056017991883958,-0.033899549146870614,-0.0033177632316439697,-0.00037680862456491597,-5.900001525878906,-0.10622977005082188,0.030480117288020126,0.0033158085794671665,0.0003071358147297793,-0.030759833024745588,-0.0029645143847217823,-0.0003187866020794679,-3.0,-0.4279600430881198,0.002002472637252424,0.00019999980926513672,1.999998092651367e-05,-0.001794096261119491,-0.00013871140434436362,-1.224152673637337e-06
1,GCO,CO,40,2,-1.5300025939941406,-0.04216044517484432,0.018653327623226832,0.0024618847922421735,0.0004664866299679242,-0.018817770389403098,-0.002077961811081094,-0.00022466073183425542,-0.46000099182128906,-0.02699536191938363,0.006799964904785157,0.0010243588055702068,0.00015495471528703312,-0.006262956053200191,-0.0007423114668827532,-0.00010807228677359976,-1.3299999237060547,-0.06744421754646672,0.00628084313081291,0.0009367895751369848,0.0001699140604162309,-0.005893787415136698,-0.0007069459795211656,-0.00012989865578861355,-2.190000295639038,-0.3775862454517547,0.00189751697871586,0.00020273641244729942,2.663938238851683e-05,-0.0017580465016867161,-0.00019358192716353387,-1.573182640894843e-05,-3.5699996948242188,-0.052300023192196246,0.03469013581841641,0.0037987753998075173,0.0006774560003567255,-0.050800522687465134,-0.004571731255944889,-0.0005259470410096231,-2.2900009155273438,-0.05503486858776077,0.02482837394165153,0.0025149196458584345,0.0004022524544019912,-0.025924154683031164,-0.002610904907091337,-0.0002783216633758039,-4.840000152587891,-0.09240168105941671,0.02750187453671551,0.0034944377701868227,0.00048652893976446786,-0.02905468620446263,-0.0027178453002238445,-0.00039131165235013906,-2.8600001335144043,-0.40798859345695093,0.0020698487888626076,0.00019636352478622277,1.996083468530838e-05,-0.0017212355645734312,-0.00016939652725142895,-1.0000228881835938e-05
1,GCO,CO,40,3,-2.3600006103515625,-0.053273152392680635,0.026042433808909273,0.002581099415988745,0.0005617216937285654,-0.018999452712368442,-0.001902677963661522,-0.0002995816787948673,-0.7600002288818359,-0.03481448609885343,0.0069584796116803046,0.0008252795676770578,0.00010661663526880758,-0.010292213748681075,-0.0010971876030064006,-0.00014965365179825,-1.9799995422363281,-0.0800323185349342,0.0064918348198453445,0.0010322999372768655,0.0002513466771059576,-0.006227152011009172,-0.0006924136213574323,-0.00012387311349415503,-2.5900001525878906,-0.32213932398961825,0.0019628637725405186,0.00019806383720771218,1.9980517237319885e-05,-0.0022290987616798265,-0.00018654744648985007,-2.3117010828195385e-05,-4.779998779296875,-0.059121816567836834,0.04985015594504256,0.005623213431994715,0.0009476423028699429,-0.05328562014485184,-0.005819574528342243,-0.0006437557133419911,-3.7099990844726562,-0.07528407419586365,0.02671993628641986,0.00242675865426724,0.00025684053759890635,-0.03286707299781472,-0.0033472939267026516,-0.000348692755933061,-6.1999969482421875,-0.09483018061641263,0.045429579628464604,0.004670836190858509,0.00045518374763068973,-0.042303182301785786,-0.00450698245788845,-0.0005237185552010939,-2.859999656677246,-0.33528719181812255,0.002258371688842774,0.00020295553819729996,2.0030408539105055e-05,-0.002940586970242616,-0.0002856973347313054,-2.185552963557477e-05
1,GCO,CO,40,4,-2.5600013732910156,-0.0549592372833329,0.019815869453876388,0.002933400764353303,0.0006201947377309777,-0.020256208973435885,-0.0019516111800832122,-0.0002533086947682076,-0.720001220703125,-0.031141920180267537,0.009168330031200657,0.0008391866671550324,7.524934376665438e-05,-0.009381727903098512,-0.0008330802596263221,-0.00011648791411563857,-2.440000534057617,-0.09312978866432164,0.007303107247598977,0.0009339938554539658,0.000184170363013279,-0.008603951637280541,-0.0008120543702937506,-0.0001065219556108578,-3.989999771118164,-0.49937420343127015,0.0019143615612199788,0.00019472668343851703,3.5264586735848004e-05,-0.0018105642355111522,-0.00015061812086642924,-4.2367454247780845e-06,-5.8300018310546875,-0.06787753955622133,0.05504978917843929,0.005526372244635256,0.0005832931566549309,-0.05793323313508014,-0.005667735909950243,-0.0005275902807190771,-3.3899993896484375,-0.06644451899710997,0.0298813084107057,0.002745667638386555,0.00028525298113957025,-0.03292155897666028,-0.003142874437128312,-0.0003781788640347255,-7.80999755859375,-0.11284493081789293,0.04251739954057134,0.004136271309142782,0.00043283809804289445,-0.04375558151460274,-0.004626655805817254,-0.00048453370473808743,-4.1399993896484375,-0.5079754090092856,0.0018820703839650327,0.0001983352406726656,2.2158190650491834e-05,-0.002596846773816773,-0.00019018504340757853,-1.0000228881835938e-05
1,GCO,CO,50,1,-2.1299972534179688,-0.05376065903181594,0.015743348429966858,0.0017087918566203778,0.00031060294379325166,-0.0232094284563808,-0.0028217476144155127,-7.03977903213155e-05,-0.5499992370605469,-0.02922418947816481,0.0072887770487473184,0.0007527920915755025,0.00013152637212271028,-0.010026880757542066,-0.0008284297713964427,-2.805109152813456e-05,-1.739999771118164,-0.07937955132582047,0.006005879146231125,0.0007692044976813355,0.00012015111486871513,-0.013727231822352673,-0.0011329080929092694,-2.9508729660241213e-06,-2.299999952316284,-0.41071428419375905,0.0018562440729425153,0.00018856742598743098,1.9846084533319248e-05,-0.0013220943794702788,-0.00012789948637982284,-1.0019811519807605e-05,-5.5399932861328125,-0.0746629853636949,0.04157236475251863,0.004640243202541986,0.0006481565772188093,-0.0381781782848078,-0.0045921302041781655,-0.00039801045634993404,-2.9699974060058594,-0.06432743174773456,0.02413147879239348,0.002370597289541816,0.0002927253609787266,-0.0236783196242554,-0.0023105223632386017,-4.2402132279840054e-05,-6.310001373291016,-0.11164192006697453,0.02403270398863453,0.0026854911031286904,0.00034824478661382816,-0.027813402776166934,-0.0034310575394152845,-0.00023999786376953126,-3.119999885559082,-0.4431818043274327,0.002310461230036657,0.00022379427838812612,8.152265351908628e-06,-0.0013446315171852731,-9.999990463256836e-05,-9.999990463256835e-06
1,GCO,CO,50,2,-2.5,-0.06745817343120065,0.015092589239189566,0.002867323365125495,0.0006579788423618959,-0.01592591939803538,-0.0022757709293196884,-0.0003352625479862211,-0.6700000762939453,-0.038439475878551246,0.006217677728592732,0.0007259722322517449,0.000124222829976151,-0.0067133345482980646,-0.0008762786727438143,-0.00013440701017700989,-2.020000457763672,-0.10009912919801,0.006810080925758977,0.0014018767543374137,0.00030178660063033097,-0.0067064908842245086,-0.0011378597365644463,-0.00017487191227369954,-2.6999998092651367,-0.4568527714002263,0.0019999980926513673,0.00019999980926513672,2.4773650610497384e-05,-0.0017043710667800454,-0.00017140370058523754,-8.655243577913579e-06,-5.869998931884766,-0.08425432878081024,0.039739223231860896,0.005075037510252129,0.0008906091308161697,-0.037849505396008086,-0.004070303472059275,-0.0005725493621440205,-3.229999542236328,-0.07619720662286888,0.01927135546819121,0.0024334203214629,0.00027027822879190696,-0.026039548418283855,-0.0027748095624196196,-0.00033999603300805616,-6.590000152587891,-0.12340823903149555,0.02904336824762563,0.0034328338552217725,0.00034012708849796283,-0.03079444155331684,-0.003345845275330153,-0.00044193199001549483,-3.4100000858306885,-0.4836879423509979,0.0020868983036899567,0.00021070320178030537,2.8060719205875694e-05,-0.0019286952359790707,-0.00017118976281911671,-4.117674771298036e-06
1,GCO,CO,50,3,-2.1800003051757812,-0.04931011875866418,0.02428771677012199,0.0025728433450449293,0.00047414486327328133,-0.021720415519110487,-0.0025946252067869623,-0.0003889451810705055,-0.8199996948242188,-0.0375629728671574,0.008435437538916297,0.0008709962015804274,8.992161160824961e-05,-0.00865862695919358,-0.0008750947016486163,-0.0001228201826689784,-1.9799995422363281,-0.0800323185349342,0.006873528526960894,0.000973270732507794,0.00022753365776914658,-0.0062951344246614735,-0.0006686896266489858,-0.00015028532568501482,-2.8700003623962402,-0.3578553863569881,0.0021883875243052784,0.0002254194178456329,2.888624954540524e-05,-0.0023899591686431664,-0.0002237431852528118,-3.2600110477939595e-05,-4.540000915527344,-0.056153382822642005,0.0474168418841012,0.0049324182474933306,0.0005280352981898934,-0.053920704364138546,-0.0053409066679577875,-0.0007942463528449586,-3.979999542236328,-0.08096012112672625,0.026947105185727557,0.002745384051487589,0.0003580411165844634,-0.026470375428740187,-0.002543428745139613,-0.00037024428939945854,-6.359996795654297,-0.09727740995464489,0.040954201056463704,0.0031768458020202976,0.0003613694085697799,-0.04631868668439234,-0.004855807665170249,-0.000610485405848348,-3.049999713897705,-0.3596697969978151,0.002880406468045282,0.00028666460328821664,2.9825446733707325e-05,-0.0031437622326034834,-0.00024043397879672644,-1.5360107390193403e-05
1,GCO,CO,50,4,-3.1500015258789062,-0.06838908883979125,0.02025368910502511,0.002953785355937863,0.000486913674545219,-0.02046145851453527,-0.0021291487551173384,-0.0002336000622273158,-0.8099994659423828,-0.03546407445407156,0.008328749845072403,0.0008354452299381642,9.898087894690455e-05,-0.008501108882995233,-0.0007825758580559381,-8.48890599616126e-05,-2.720001220703125,-0.10514113384094217,0.00609891509885589,0.0009317356996328467,0.00015510907437577985,-0.007506295681871122,-0.0007191214292371767,-9.976825018913933e-05,-4.200000047683716,-0.5303030312152532,0.001801249648394009,0.00018482597215277214,1.5128115515776698e-05,-0.0017354236667570964,-0.00015011699675137962,-9.999990463256835e-06,-6.75,-0.07939308711500025,0.05066453800738284,0.005075052698265769,0.0005847088829717482,-0.05479442814723217,-0.005785893437011932,-0.0005401010904942644,-3.8499984741210938,-0.07634341564193797,0.024392467042278966,0.0023313730259357426,0.00025467811359008183,-0.02887518282821197,-0.0027184133258085033,-0.0002624025981311219,-8.770004272460938,-0.1281976875162547,0.04682825339755801,0.004314689846549533,0.0003997944989271867,-0.04287234577817061,-0.004239077059368418,-0.00030853658850865743,-4.440000057220459,-0.5434516543155922,0.0019160859269353838,0.00016588970654577166,2.9149430999661296e-06,-0.0025288241995296014,-0.00016116515630592326,-1.0121198751336508e-05
